DriverName,DriverID,Rookie,DRFAvg,DTAvg,DTTAvg,DNFRate,TDNFRate,DriverElo,DriverTElo,DriverTTElo,DriverRitmo,AvgLapsLedRate,AvgRacePos,AvgPosVariance,PositionStart,TeamName,TeamID,TRP,TTP,TeamDNFRate,TeamElo,TeamTElo,TeamRitmo,CarEngine,EngineID,EngineElo,EngineTElo,EngineTTElo,EventName,Track,TrackID,EventTrackType,EventTrackTypeID,EventDate,EventDateFormatted,EventID,Era,EraID,Status,StatusID,FieldSize,RacePoints,TotalPoints,Standings,ElapsedTime,TimeDiff,QualTime,QualSpeed,QualSegment,FirstPitLap,LastPitLap,AvgPitLap,LapsLed,AvgRacePosition,PosVariance,BestPosition,PositionFinish,NormalizedPositionFinish
James Hinchcliffe,4216,0,0.739130435,0.578255078,0.450502475,0.2,0.230769231,1491.701465,1464.252225,1552.392769,0.660326069,10.5,24.9975,354.47,14,Andretti Global,3,0.597826087,0.482199978,0.65,1496.795273,1591.955789,0.576368117,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,16,103,21,41:45.9,14.9968,,,,20,46,33,0,29.92,410.98,3,14,0.541666667
Conor Daly,4218,0,0.748913043,0.479282622,0.586868164,0.2,0.142857143,1467.997628,1511.185321,1463.943467,0.666687556,2,23.5475,263.0075,8,Ed Carpenter Racing,15,0.432518116,0.65058667,0.3,1524.599634,1443.710015,0.455431068,Chevrolet,0,1486.937946,1436.106613,1463.895069,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,15,117,17,41:46.0,15.1529,,,,9,46,26.7,0,20.88,113.08,5,15,0.583333333
Simon Pagenaud,4276,0,0.267572464,0.433116883,0.327748219,0.05,0.066666667,1710.076424,1536.802224,1657.791377,0.31019025,0.8,16.802,236.92,10,Team Penske,28,0.381363225,0.374813068,0.2,1721.93016,1572.852361,0.381164695,Chevrolet,0,1486.937946,1436.106613,1463.895069,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,24,243,6,41:39.9,9.0641,,,,19,44,31.5,0,25.12,162.8,3,8,0.291666667
Dalton Kellett,4416,0,0.776630435,0.708333333,0.832427536,0.2,0,1362.970393,1488.580073,1467.258876,0.814770672,0.75,33.5125,271.4075,24,A.J. Foyt Enterprises,1,0.748520531,0.629087097,0.25,1402.695428,1421.729692,0.684165202,Chevrolet,0,1486.937946,1436.106613,1463.895069,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,7,81,25,41:53.5,-,,,,18,48,31.2,0,37.27,431.65,3,23,0.916666667
Jack Harvey,4505,0,0.605887681,0.625,0.616953698,0.1,0,1559.847524,1493.913406,1484.344759,0.535901478,1,26.598,457.888,18,Meyer Shank Racing,19,0.552762681,0.616953698,0.1,1540.06141,1482.26718,0.498924687,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,11,146,13,41:48.7,-,,,,2,56,33,0,23.04,249.6,3,19,0.75
Colton Herta,4511,0,0.519474638,0.529761905,0.451766304,0.15,0,1643.937518,1499.870047,1548.575047,0.427182158,1,21.346,174.362,2,Andretti Global,3,0.597826087,0.482199978,0.65,1496.795273,1591.955789,0.576368117,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,32,202,9,41:37.9,7.0558,,,,20,45,32.5,0,22.49,59.64,2,4,0.125
Ed Jones,4542,0,0.62201087,0.508039579,0.529344781,0.15,0.142857143,1471.760534,1507.251488,1498.386005,0.638810432,0.25,24.88,275.1625,11,Dale Coyne Racing,11,0.629664855,0.555308748,0.25,1453.656926,1476.669983,0.614154623,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,13,113,18,41:47.0,16.1183,,,,17,56,38.7,0,12.28,91.37,5,17,0.666666667
Max Chilton,4558,0,0.779619565,0.746332371,0.715524882,0.05,0.222222222,1426.527171,1414.050634,1393.953744,0.725430755,0,27.578,522.722,15,Carlin,7,0.892663043,0.675865801,0.1,1394.844492,1455.622985,0.759350358,Chevrolet,0,1486.937946,1436.106613,1463.895069,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,8,44,29,41:50.6,-,,,,1,59,38.2,0,25.5,690.5,4,22,0.875
Pato O'Ward,4559,0,0.169474638,0.392857143,0.417443064,0,0,1719.296429,1526.963261,1548.500647,0.245691096,0.6,25.182,257.526,16,Arrow McLaren,4,0.450392512,0.53023189,0.25,1571.849626,1515.578618,0.490022911,Chevrolet,0,1486.937946,1436.106613,1463.895069,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,51,299,1,41:30.9,--.----,,,,20,45,32.5,0,24.79,165.55,3,1,0
Alexander Rossi,4587,0,0.501086957,0.278619529,0.372134387,0.25,0,1616.303254,1606.146303,1628.978093,0.483564712,0.75,21.645,239.35,7,Andretti Global,3,0.597826087,0.482199978,0.65,1496.795273,1591.955789,0.576368117,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,17,145,14,41:45.1,14.2097,,,,16,43,29.5,0,11.57,24.63,5,13,0.5
Rinus VeeKay,4614,0,0.286865942,0.041666667,0.332729469,0.05,0,1657.980587,1531.246739,1542.840229,0.297075534,0.4,17.214,169.936,3,Ed Carpenter Racing,15,0.432518116,0.65058667,0.3,1524.599634,1443.710015,0.455431068,Chevrolet,0,1486.937946,1436.106613,1463.895069,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,12,243,5,41:47.7,16.8545,,,,2,56,28.5,0,11.83,28.81,3,18,0.708333333
Oliver Askew,4616,0,0.684980237,,0.652173913,0.25,,1479.555998,1500,1494.166434,0.650502055,0.75,33.615,478.7075,23,Arrow McLaren,4,0.450392512,0.53023189,0.25,1571.849626,1515.578618,0.490022911,Chevrolet,0,1486.937946,1436.106613,1463.895069,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,DNF,1,25,5,5,37,04:47.9,-,,,,2,46,27.5,0,38.21,590.48,4,25,1
Santino Ferrucci,4897,0,0.472554348,0.662445887,0.666873183,0.2,0.2,1577.499503,1474.161327,1467.37679,0.463555804,4.6,24.044,330.442,12,Rahal Letterman Lanigan Racing,24,0.331974638,0.504707327,0.25,1640.409919,1578.755961,0.372620771,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,20,105,19,41:41.6,10.686,,,,19,42,30.5,0,23.57,144,3,10,0.375
Marcus Ericsson,4905,0,0.389673913,0.206349206,0.466908997,0.05,0,1632.948266,1559.639912,1554.187725,0.358470253,0.4,20.588,200.748,22,Chip Ganassi Racing,9,0.376721014,0.408063808,0.15,1677.048053,1585.410977,0.385683608,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,22,211,7,41:40.4,9.5248,,,,2,46,25.3,0,34.13,399.49,4,9,0.333333333
Alex Palou,4931,0,0.217844203,0.583333333,0.600241546,0.1,0,1628.059841,1496.580073,1492.534848,0.349125571,1.6,17.424,164.434,4,Chip Ganassi Racing,9,0.376721014,0.408063808,0.15,1677.048053,1585.410977,0.385683608,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,35,298,2,41:37.8,6.9392,,,,20,45,32.5,0,16.83,43.17,4,3,0.083333333
Scott McLaughlin,4932,1,0.396648551,0.75,0.699275362,0.125,0,1548.658426,1485.913406,1476.331293,0.491523687,0.8,20.352,233.296,21,Team Penske,28,0.381363225,0.374813068,0.2,1721.93016,1572.852361,0.381164695,Chevrolet,0,1486.937946,1436.106613,1463.895069,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,10,164,12,41:55.7,-,,,,19,56,42.2,0,27.68,376.16,3,20,0.791666667
Jimmie Johnson,4934,1,0.90307971,0.958333333,0.935688406,0.25,1,1433.927293,1472.580073,1453.793118,0.915473336,0,34.0675,385.4175,25,Chip Ganassi Racing,9,0.376721014,0.408063808,0.15,1677.048053,1585.410977,0.385683608,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,Running,0,25,9,40,30,42:04.7,-,,,,20,55,40,0,34.76,590.45,4,21,0.833333333
Romain Grosjean,4935,1,0.467844203,0.916666667,0.719202899,0.25,1,1530.537904,1475.246739,1479.244509,0.495788246,0.75,25.815,228.5875,5,Dale Coyne Racing,11,0.629664855,0.555308748,0.25,1453.656926,1476.669983,0.614154623,Honda,1,1570.798447,1563.893387,1580.884417,Chevrolet Detroit Grand Prix Race 2,The Raceway at Belle Isle Park,24,Street,2,6/13/2021,"Sunday, June 13, 2021",5812,IR-18 Era 2018-2023,1,DNF,1,25,6,95,23,22:40.2,-,,,,2,56,30.5,0,24.5,122.89,3,24,0.958333333
Scott Dixon,3628,0,0.301086957,0.295454545,0.243587647,0,0.166666667,1793.746316,1568.741473,1736.60645,0.249007244,2.8,18.032,167.49,13,Chip Ganassi Racing,9,0.38432971,0.395926626,0.15,1681.232393,1570.70549,0.383903007,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,33,296,3,50:59.0,3.9048,01:47.6,134.24,Segment 3,15,39,26,0,16.74,203.21,5,4,0.125
Ryan Hunter-Reay,3645,0,0.551177536,0.397294372,0.344806636,0.15,0.166666667,1557.841643,1524.908169,1576.43067,0.557079491,,,,8,Andretti Global,3,0.535688406,0.47587268,0.6,1507.946354,1488.001106,0.546278987,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,,,,,,,,,,,,,,,,13,0.5
Will Power,3667,0,0.568931159,0.290909091,0.291069917,0.1,0.166666667,1627.91081,1563.220942,1719.573529,0.475423934,1.2,20.128,236.23,4,Team Penske,28,0.387160326,0.312884705,0.2,1728.757369,1579.058729,0.373192801,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,35,204,11,50:58.0,2.9853,01:45.7,136.748,Segment 1,11,40,25,0,19.6,228.35,2,3,0.083333333
Graham Rahal,3668,0,0.311141304,0.346933622,0.381398917,0.15,0.166666667,1682.373185,1536.957046,1651.062244,0.32630267,1.8,18.102,238.952,14,Rahal Letterman Lanigan Racing,24,0.346467391,0.436580938,0.2,1657.617338,1564.15629,0.366072864,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,19,228,9,51:04.9,9.8027,01:48.1,133.684,62 248.87 00:11:59,14,41,26.3,0,17.95,107.66,3,11,0.416666667
Takuma Sato,3811,0,0.435960145,0.481529582,0.575877815,0,0,1606.130138,1515.798149,1500.090085,0.426765438,0.6,21.936,279.686,20,Rahal Letterman Lanigan Racing,24,0.346467391,0.436580938,0.2,1657.617338,1564.15629,0.366072864,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,25,206,10,51:03.0,7.9145,,,,10,48,27,0,20.02,241.63,3,8,0.291666667
Sebastien Bourdais,4021,0,0.671105072,0.618326118,0.463454193,0.15,0,1541.525749,1481.567012,1575.870043,0.592725202,6.25,29.2125,549.295,11,A.J. Foyt Enterprises,1,0.728774155,0.669478517,0.25,1398.77569,1457.652641,0.698609891,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,14,136,16,51:09.2,14.1169,01:46.1,136.185,Segment 1,12,48,30,0,18.93,163.61,3,16,0.625
Josef Newgarden,4215,0,0.185778986,0.238131313,0.350385446,0.05,0,1803.662641,1576.140559,1690.333717,0.208208092,3.6,14.542,260.286,1,Team Penske,28,0.387160326,0.312884705,0.2,1728.757369,1579.058729,0.373192801,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,,,,,,,,,,,,,,,,21,0.833333333
James Hinchcliffe,4216,0,0.65615942,0.56271645,0.503308268,0.2,0,1496.738846,1491.116637,1494.703343,0.640549502,10.5,27.4225,395.44,19,Andretti Global,3,0.535688406,0.47587268,0.6,1507.946354,1488.001106,0.546278987,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,15,118,20,51:09.0,13.9479,,,,12,41,25.7,0,30.81,337.21,2,15,0.583333333
Conor Daly,4218,0,0.691666667,0.833549784,0.671706937,0.2,0.5,1472.321966,1428.095165,1408.624031,0.652795158,2,26.67,259.43,15,Ed Carpenter Racing,15,0.40951087,0.584491219,0.3,1523.138892,1456.093124,0.487164779,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,10,127,17,51:12.6,17.5558,55,0,Segment 3,12,36,24,0,25.37,237.39,3,20,0.791666667
Simon Pagenaud,4276,0,0.247644928,0.400541126,0.285092046,0.05,0,1712.446912,1528.811924,1655.640878,0.307102986,0.8,19.196,230.094,6,Team Penske,28,0.387160326,0.312884705,0.2,1728.757369,1579.058729,0.373192801,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,12,255,5,51:11.5,16.4614,01:46.1,136.16,Segment 1,11,41,28,0,20.05,146.75,5,18,0.708333333
Dalton Kellett,4416,0,0.812137681,0.863636364,0.875559947,0.1875,0,1353.710211,1456.803546,1373.162166,0.832724418,0.75,29.3525,332.0675,24,A.J. Foyt Enterprises,1,0.728774155,0.669478517,0.25,1398.77569,1457.652641,0.698609891,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,DNF,1,25,5,86,25,43:38.5,-,55,0,Segment 3,12,13,12.5,0,35.62,251.51,4,25,1
Jack Harvey,4505,0,0.703713768,0.787878788,0.581665322,0.1,0.333333333,1545.68716,1450.732649,1501.691163,0.571604808,1,25.508,426.268,3,Meyer Shank Racing,19,0.650588768,0.566076208,0.1,1532.17995,1452.389376,0.540804766,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,13,159,14,51:10.6,15.5945,01:45.4,137.151,Segment 2,12,36,24,0,24.33,394.08,2,17,0.666666667
Colton Herta,4511,0,0.361865942,0.227272727,0.349876385,0.15,0,1662.436567,1549.741524,1634.975691,0.376784175,1,20.182,100.28,2,Andretti Global,3,0.535688406,0.47587268,0.6,1507.946354,1488.001106,0.546278987,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,40,242,7,50:57.0,1.9106,01:45.5,137.006,61 244.85 00:14:39,11,41,25.3,0,16.04,102.63,2,2,0.041666667
Ed Jones,4542,0,0.659692029,0.539393939,0.676649593,0.1,0,1470.445442,1489.76708,1436.182048,0.643453343,0.25,19.645,255.23,12,Dale Coyne Racing,11,0.683469203,0.573986772,0.3,1441.094662,1510.954226,0.647212186,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,DNF,1,25,7,120,19,40:46.1,-,01:45.8,136.586,Segment 1,11,41,25.3,0,21.49,201.02,3,23,0.916666667
Max Chilton,4558,0,0.858967391,0.67958153,0.667699297,0.05,0,1415.440689,1447.909997,1424.923914,0.750358986,0,22.618,366.472,22,Carlin,7,0.867663043,0.683145116,0.1,1380.745016,1454.491239,0.778626149,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,21,65,27,51:04.4,9.3733,01:48.1,133.734,Segment 3,11,48,29.2,0,40.11,375.52,7,10,0.375
Pato O'Ward,4559,0,0.152083333,0.363636364,0.429784961,0,0,1739.611656,1529.124823,1578.069957,0.204569345,0.6,26.526,267.538,10,Arrow McLaren,4,0.489522947,0.545686186,0.25,1572.403256,1508.361625,0.491685759,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,22,321,2,51:04.1,9.0243,01:45.8,136.623,Segment 1,11,40,25,0,15.93,255.71,3,9,0.333333333
Alexander Rossi,4587,0,0.540217391,0.476262626,0.344863625,0.2,0,1613.191161,1516.150454,1695.291016,0.486303927,0.75,19.835,206.6725,9,Andretti Global,3,0.535688406,0.47587268,0.6,1507.946354,1488.001106,0.546278987,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,26,171,13,51:02.8,7.7219,01:45.6,136.804,Segment 1,13,41,26,0,27.61,281.43,5,7,0.25
Oliver Askew,4616,0,0.766798419,0.772727273,0.8,0.307692308,0.5,1456.26844,1467.065792,1437.242665,0.714757252,0,34.975,497.96,16,Ed Carpenter Racing,15,0.40951087,0.584491219,0.3,1523.138892,1456.093124,0.487164779,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,19,24,33,51:06.4,11.3019,01:45.8,136.588,16 64.22 00:07:55,11,40,28.3,0,15.47,144.95,2,12,0.458333333
Marcus Ericsson,4905,0,0.299818841,0.363636364,0.47007466,0.05,0,1639.058759,1527.570191,1571.193764,0.354276657,0.4,23.232,230.74,18,Chip Ganassi Racing,9,0.38432971,0.395926626,0.15,1681.232393,1570.70549,0.383903007,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,28,239,8,51:00.2,5.1806,,,,10,41,25,0,20.09,276.75,3,6,0.208333333
Alex Palou,4931,0,0.208423913,0.181818182,0.407441077,0.1,0,1650.592972,1539.39439,1578.475765,0.304009638,0.4,19.028,172.718,5,Chip Ganassi Racing,9,0.38432971,0.395926626,0.15,1681.232393,1570.70549,0.383903007,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,51,349,1,50:55.1,--.----,01:47.9,133.984,62 248.87 00:11:59,14,41,26.3,0,25.65,406.4,2,1,0
Scott McLaughlin,4932,1,0.546286232,,0.428442029,0.111111111,,1532.810706,1500,1520.038266,0.553573111,0.8,21.942,257.414,17,Team Penske,28,0.387160326,0.312884705,0.2,1728.757369,1579.058729,0.373192801,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,16,180,12,51:07.2,12.193,55,0,Segment 3,12,40,25.3,0,20.79,134.69,3,14,0.541666667
Jimmie Johnson,4934,1,0.889130435,,0.870471014,0.2,,1424.943487,1500,1464.668625,0.892585045,0,34.206,426.424,23,Chip Ganassi Racing,9,0.38432971,0.395926626,0.15,1681.232393,1570.70549,0.383903007,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,8,48,30,51:12.1,-,,,,14,44,27,0,34.83,407.8,4,22,0.875
Romain Grosjean,4935,1,0.565942029,,0.216485507,0.4,,1505.599512,1500,1546.19024,0.62467632,0.6,25.552,207.448,7,Dale Coyne Racing,11,0.683469203,0.573986772,0.3,1441.094662,1510.954226,0.647212186,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,30,125,18,50:59.8,4.7136,01:45.8,136.621,16 64.22 00:07:55,11,41,25.3,0,31.39,339.75,2,5,0.166666667
Cody Ware,4936,1,,,,,,1500,1500,1500,,,,,25,Dale Coyne Racing,11,0.683469203,0.573986772,0.3,1441.094662,1510.954226,0.647212186,Honda,1,1583.009818,1534.93165,1624.99832,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,Running,0,25,11,11,35,51:12.0,16.9933,,,,12,40,25.3,0,31.33,456.41,4,19,0.75
Kevin Magnussen,4937,1,,,,,,1500,1500,1500,,,,,21,Arrow McLaren,4,0.489522947,0.545686186,0.25,1572.403256,1508.361625,0.491685759,Chevrolet,0,1474.726574,1465.06835,1391.00168,REV Group Grand Prix,Road America,14,Road,1,6/20/2021,"Sunday, June 20, 2021",5813,IR-18 Era 2018-2023,1,DNF,1,25,7,7,39,06:46.6,-,55,0,Segment 3,14,31,20.7,0,30.19,266.4,7,24,0.958333333
Scott Dixon,3628,0,0.3,0.309266579,0.241117071,0,0.111111111,1800.273041,1579.59747,1745.251793,0.22833937,1.4,19.52,201.338,5,Chip Ganassi Racing,9,0.370833333,0.393971558,0.15,1695.910581,1554.354771,0.370266395,Honda,1,1594.178612,1543.188825,1631.601917,Honda Indy 200 at Mid-Ohio,Mid-Ohio Sports Car Course,6,Road,1,7/4/2021,"Sunday, July 4, 2021",5801,IR-18 Era 2018-2023,1,Running,0,26,32,328,3,40:31.2,32.3775,01:06.3,122.563,Segment 1,29,54,41.5,0,20.1,74.65,5,4,0.12
Ryan Hunter-Reay,3645,0,0.572916667,0.294153753,0.348039832,0.15,0,1558.987073,1597.98522,1574.115729,0.547566243,,,,10,Andretti Global,3,0.497916667,0.473120125,0.55,1528.96183,1563.58416,0.512524156,Honda,1,1594.178612,1543.188825,1631.601917,Honda Indy 200 at Mid-Ohio,Mid-Ohio Sports Car Course,6,Road,1,7/4/2021,"Sunday, July 4, 2021",5801,IR-18 Era 2018-2023,1,Running,0,26,,,,,,,,,,,,,,,,24,0.92
Will Power,3667,0,0.48125,0.169712654,0.286742071,0.1,0,1649.685012,1642.708622,1732.115933,0.4100755,1.2,20.184,189.918,4,Team Penske,28,0.441145833,0.317650996,0.2,1719.300108,1618.737709,0.401271779,Chevrolet,0,1463.55778,1456.811175,1384.398083,Honda Indy 200 at Mid-Ohio,Mid-Ohio Sports Car Course,6,Road,1,7/4/2021,"Sunday, July 4, 2021",5801,IR-18 Era 2018-2023,1,DNF,1,26,5,209,11,05:41.1,-,01:06.5,122.16,Segment 1,,,,0,13.62,63.43,4,25,0.96
Graham Rahal,3668,0,0.377083333,0.239628166,0.382133662,0.15,0,1678.313712,1616.717686,1647.652796,0.341363336,1.8,18.768,247.31,8,Rahal Letterman Lanigan Racing,24,0.352083333,0.434863974,0.2,1663.112269,1575.846096,0.364088498,Honda,1,1594.178612,1543.188825,1631.601917,Honda Indy 200 at Mid-Ohio,Mid-Ohio Sports Car Course,6,Road,1,7/4/2021,"Sunday, July 4, 2021",5801,IR-18 Era 2018-2023,1,Running,0,26,28,256,9,40:33.0,34.1226,01:07.8,119.971,88 198.70 00:12:01,30,53,41.5,0,32.3,333.65,5,6,0.2
Takuma Sato,3811,0,0.38125,0.701928185,0.569956749,0,0.111111111,1616.4312,1427.18456,1517.861816,0.404248976,0.6,22.754,308.534,19,Rahal Letterman Lanigan Racing,24,0.352083333,0.434863974,0.2,1663.112269,1575.846096,0.364088498,Honda,1,1594.178612,1543.188825,1631.601917,Honda Indy 200 at Mid-Ohio,Mid-Ohio Sports Car Course,6,Road,1,7/4/2021,"Sunday, July 4, 2021",5801,IR-18 Era 2018-2023,1,Running,0,26,20,226,10,40:49.2,50.3316,,,,31,55,43,0,27.52,125.57,3,10,0.36
Sebastien Bourdais,4021,0,0.639583333,0.466371792,0.467394334,0.15,0.166666667,1536.083429,1511.855447,1565.604641,0.598104335,5,27.156,472.158,12,A.J. Foyt Enterprises,1,0.717361111,0.672458131,0.3,1384.344104,1383.468466,0.717591576,Chevrolet,0,1463.55778,1456.811175,1384.398083,Honda Indy 200 at Mid-Ohio,Mid-Ohio Sports Car Course,6,Road,1,7/4/2021,"Sunday, July 4, 2021",5801,IR-18 Era 2018-2023,1,Running,0,26,19,155,15,40:50.9,52.0013,01:06.6,122.033,Segment 1,24,52,38,0,26.43,252.07,3,11,0.4
